,LocYear,econ1,econ2,econ3,econ4,econ5,econ6,econ7,econ8,econ9,econ10,econ11,econ12: 16-19,econ12: 16-24,econ12: 20-24
1560,OK2022,0.09,0.31,0.2,0.13,0.64,0.27,0.27,0.04,0.27,70100.0,0.03,0.08,0.12,0.15
1561,OK2023,0.09,0.29,0.21,0.14,0.67,0.27,0.26,0.04,0.26,77000.0,0.03,0.08,0.13,0.17
1562,OK2024,0.09,0.28,0.19,,,,0.27,0.03,,78000.0,0.02,,,
1563,OR2000,0.08,,0.18,0.18,,,0.36,,,,,,,
1564,OR2001,0.07,,0.18,0.16,,,0.37,,,,,,,
1565,OR2002,0.05,,0.17,0.13,,,0.34,,,,,,,
1566,OR2003,0.08,,0.18,0.14,,,0.35,,,,,,,
1567,OR2004,0.08,,0.19,0.13,,,0.35,,,,,,,
1568,OR2005,0.08,0.22,0.18,0.13,,0.38,0.38,,,49900.0,,,,
1569,OR2006,0.07,,0.17,0.12,0.64,0.4,0.34,,,52800.0,,,,
1570,OR2007,0.07,,0.17,0.12,0.65,0.42,0.35,0.06,,55700.0,0.04,,,
1571,OR2008,0.07,0.23,0.18,0.14,0.64,0.43,0.29,0.08,0.21,57700.0,0.06,0.09,0.14,0.17
1572,OR2009,0.08,,0.19,0.14,0.6,0.43,0.34,0.12,0.21,55500.0,0.1,0.09,0.15,0.2
1573,OR2010,0.09,0.33,0.22,0.14,0.59,0.45,0.36,0.13,0.23,51800.0,0.1,0.1,0.15,0.19
1574,OR2011,0.1,,0.24,0.14,0.55,0.45,0.37,0.11,0.22,52400.0,0.09,0.09,0.16,0.21
1575,OR2012,0.1,,0.23,0.16,0.57,0.41,0.34,0.09,0.23,54800.0,0.07,0.09,0.15,0.19
1576,OR2013,0.09,0.36,0.22,0.15,0.57,0.39,0.33,0.08,0.23,56800.0,0.06,0.08,0.14,0.19
1577,OR2014,0.09,0.35,0.22,0.16,0.54,0.38,0.33,0.07,0.25,57300.0,0.05,0.08,0.13,0.17
1578,OR2015,0.08,0.35,0.2,0.15,0.57,0.34,0.3,0.05,0.24,62500.0,0.04,0.07,0.12,0.16
1579,OR2016,0.07,0.3,0.17,0.15,0.6,0.32,0.28,0.04,0.22,68000.0,0.04,0.06,0.12,0.16
1580,OR2017,0.06,0.27,0.16,0.15,0.62,0.32,0.27,0.05,0.21,70400.0,0.04,0.06,0.12,0.16
1581,OR2018,0.07,0.27,0.16,0.17,0.61,0.32,0.25,0.05,0.2,76800.0,0.03,0.07,0.11,0.15
1582,OR2019,0.06,0.23,0.13,0.14,0.64,0.29,0.27,0.04,0.18,81200.0,0.03,0.08,0.12,0.15
1583,OR2020,,,,,,,,0.07,,,0.06,,,
1584,OR2021,0.06,0.31,0.14,0.14,0.66,0.31,0.31,0.06,0.16,86600.0,0.04,0.07,0.13,0.18
1585,OR2022,0.06,0.29,0.14,0.14,0.65,0.3,0.27,0.03,0.17,92000.0,0.02,0.06,0.11,0.15
1586,OR2022,0.06,0.29,0.14,0.14,0.65,0.3,0.27,0.03,0.17,92000.0,0.02,0.06,0.11,0.15
1587,OR2023,0.06,0.3,0.14,0.14,0.66,0.32,0.26,0.03,0.18,96000.0,0.02,0.07,0.11,0.15
1588,OR2024,0.07,0.28,0.13,,,,0.26,0.04,,109800.0,0.02,,,
1589,Oakland2008,,,,,,,0.38,,,,,,,
1590,Oakland2009,,,,,,,0.47,,,,,,,
1591,Oakland2010,,,,,,,0.44,,,,,,,
1592,Oakland2011,,,,,,,0.49,,,,,,,
1593,Oakland2012,,,,,,,0.45,,,,,,,
1594,Oakland2013,,,,,,,0.45,,,,,,,
1595,Oakland2014,,,,,,,0.41,,,,,,,
1596,Oakland2015,,,,,,,0.39,,,,,,,
1597,Oakland2016,,,,,,,0.4,,,,,,,
1598,Oakland2017,,,,,,,0.36,,,,,,,
1599,Oakland2018,,,,,,,0.36,,,,,,,
1600,Oakland2019,,,,,,,0.28,,,,,,,
1601,Oakland2021,,,,,,,0.37,,,,,,,
1602,Oakland2022,,,,,,,0.29,,,,,,,
1603,Oakland2023,,,,,,,0.31,,,,,,,
1604,Oklahoma City2008,,,,,,,0.33,,,,,,,
1605,Oklahoma City2009,,,,,,,0.35,,,,,,,
1606,Oklahoma City2010,,,,,,,0.32,,,,,,,
1607,Oklahoma City2011,,,,,,,0.33,,,,,,,
1608,Oklahoma City2012,,,,,,,0.31,,,,,,,
1609,Oklahoma City2013,,,,,,,0.29,,,,,,,
1610,Oklahoma City2014,,,,,,,0.33,,,,,,,
1611,Oklahoma City2015,,,,,,,0.31,,,,,,,
1612,Oklahoma City2016,,,,,,,0.29,,,,,,,
1613,Oklahoma City2017,,,,,,,0.27,,,,,,,
1614,Oklahoma City2018,,,,,,,0.26,,,,,,,
1615,Oklahoma City2019,,,,,,,0.24,,,,,,,
1616,Oklahoma City2021,,,,,,,0.36,,,,,,,
1617,Oklahoma City2022,,,,,,,0.28,,,,,,,
1618,Oklahoma City2023,,,,,,,0.25,,,,,,,
1619,Omaha2008,,,,,,,0.27,,,,,,,
1620,Omaha2009,,,,,,,0.3,,,,,,,
1621,Omaha2010,,,,,,,0.32,,,,,,,
1622,Omaha2011,,,,,,,0.34,,,,,,,
1623,Omaha2012,,,,,,,0.27,,,,,,,
1624,Omaha2013,,,,,,,0.27,,,,,,,
1625,Omaha2014,,,,,,,0.28,,,,,,,
1626,Omaha2015,,,,,,,0.26,,,,,,,
1627,Omaha2016,,,,,,,0.26,,,,,,,
1628,Omaha2017,,,,,,,0.25,,,,,,,
1629,Omaha2018,,,,,,,0.24,,,,,,,
1630,Omaha2019,,,,,,,0.19,,,,,,,
1631,Omaha2021,,,,,,,0.27,,,,,,,
1632,Omaha2022,,,,,,,0.24,,,,,,,
1633,Omaha2023,,,,,,,0.25,,,,,,,
1634,PA2000,0.06,,0.15,0.07,,,0.28,,,,,,,
1635,PA2001,0.07,,0.15,0.07,,,0.29,,,,,,,
1636,PA2002,0.07,,0.15,0.06,,,0.32,,,,,,,
1637,PA2003,0.08,,0.16,0.07,,,0.31,,,,,,,
1638,PA2004,0.08,,0.17,0.06,,,0.32,,,,,,,
1639,PA2005,0.08,0.18,0.17,0.06,,0.33,0.32,,,56400.0,,,,
1640,PA2006,0.08,,0.17,0.06,0.73,0.34,0.31,,,58900.0,,,,
1641,PA2007,0.08,,0.16,0.06,0.73,0.34,0.33,0.04,,61200.0,0.03,,,
1642,PA2008,0.07,0.2,0.17,0.06,0.72,0.34,0.27,0.05,0.18,62700.0,0.04,0.06,0.11,0.15
1643,PA2009,0.08,,0.17,0.06,0.71,0.34,0.29,0.09,0.18,62100.0,0.07,0.08,0.13,0.18
1644,PA2010,0.08,0.26,0.19,0.06,0.7,0.35,0.31,0.1,0.18,61100.0,0.08,0.07,0.13,0.18
1645,PA2011,0.09,,0.2,0.06,0.69,0.35,0.31,0.08,0.18,63100.0,0.06,0.07,0.13,0.19
1646,PA2012,0.09,,0.2,0.07,0.68,0.33,0.3,0.09,0.19,64700.0,0.07,0.07,0.13,0.18
1647,PA2013,0.09,0.28,0.19,0.07,0.67,0.32,0.3,0.07,0.2,66200.0,0.06,0.06,0.13,0.18
1648,PA2014,0.09,0.27,0.19,0.07,0.67,0.32,0.3,0.08,0.2,68100.0,0.05,0.07,0.13,0.17
1649,PA2015,0.09,0.27,0.19,0.08,0.67,0.3,0.29,0.06,0.19,70400.0,0.05,0.05,0.12,0.16
1650,PA2016,0.08,0.28,0.19,0.07,0.67,0.29,0.27,0.06,0.19,71700.0,0.05,0.06,0.11,0.15
1651,PA2017,0.08,0.26,0.17,0.08,0.68,0.27,0.26,0.06,0.19,76500.0,0.04,0.06,0.11,0.16
1652,PA2018,0.08,0.27,0.17,0.07,0.68,0.27,0.26,0.06,0.19,77100.0,0.04,0.06,0.11,0.14
1653,PA2019,0.08,0.26,0.17,0.08,0.68,0.27,0.26,0.04,0.2,80700.0,0.03,0.05,0.1,0.13
1654,PA2020,,,,,,,,0.1,,,0.08,,,
1655,PA2021,0.09,0.28,0.17,0.08,0.71,0.25,0.29,0.07,0.16,88300.0,0.06,0.06,0.12,0.16
1656,PA2022,0.07,0.28,0.15,0.08,0.72,0.25,0.25,0.05,0.18,97400.0,0.04,0.06,0.1,0.13
1657,PA2022,0.07,0.28,0.15,0.08,0.72,0.25,0.25,0.05,0.18,97400.0,0.04,0.06,0.1,0.13
1658,PA2023,0.08,0.29,0.16,0.08,0.72,0.26,0.25,0.04,0.19,95400.0,0.03,0.05,0.1,0.14
1659,PA2024,0.07,0.28,0.15,,,,0.24,0.04,,104300.0,0.03,,,
1660,PR2008,,,,,,,0.51,,,,,,,
1661,PR2009,,,,,,,0.52,,,,,,,
1662,PR2010,,,,,,,0.54,,,,,,,
1663,PR2011,,,,,,,0.55,,,,,,,
1664,PR2012,,,,,,,0.52,,,,,,,
1665,PR2013,,,,,,,0.55,,,,,,,
1666,PR2014,,,,,,,0.54,,,,,,,
1667,PR2015,,,,,,,0.57,,,,,,,
1668,PR2016,,,,,,,0.53,,,,,,,
1669,PR2017,,,,,,,0.56,,,,,,,
1670,PR2018,,,,,,,0.54,,,,,,,
1671,PR2019,,,,,,,0.52,,,,,,,
1672,PR2021,,,,,,,0.51,,,,,,,
1673,PR2022,,,,,,,0.49,,,,,,,
1674,PR2023,,,,,,,0.45,,,,,,,
1675,PR2024,,,,,,,0.45,,,,,,,
1676,Philadelphia2008,,,,,,,0.47,,,,,,,
1677,Philadelphia2009,,,,,,,0.44,,,,,,,
1678,Philadelphia2010,,,,,,,0.48,,,,,,,
1679,Philadelphia2011,,,,,,,0.49,,,,,,,
1680,Philadelphia2012,,,,,,,0.49,,,,,,,
1681,Philadelphia2013,,,,,,,0.49,,,,,,,
1682,Philadelphia2014,,,,,,,0.49,,,,,,,
1683,Philadelphia2015,,,,,,,0.47,,,,,,,
1684,Philadelphia2016,,,,,,,0.44,,,,,,,
1685,Philadelphia2017,,,,,,,0.41,,,,,,,
1686,Philadelphia2018,,,,,,,0.42,,,,,,,
1687,Philadelphia2019,,,,,,,0.41,,,,,,,
1688,Philadelphia2021,,,,,,,0.47,,,,,,,
1689,Philadelphia2022,,,,,,,0.44,,,,,,,
1690,Philadelphia2023,,,,,,,0.35,,,,,,,
1691,Phoenix2008,,,,,,,0.3,,,,,,,
1692,Phoenix2009,,,,,,,0.35,,,,,,,
1693,Phoenix2010,,,,,,,0.38,,,,,,,
1694,Phoenix2011,,,,,,,0.34,,,,,,,
1695,Phoenix2012,,,,,,,0.37,,,,,,,
1696,Phoenix2013,,,,,,,0.35,,,,,,,
1697,Phoenix2014,,,,,,,0.36,,,,,,,
1698,Phoenix2015,,,,,,,0.32,,,,,,,
1699,Phoenix2016,,,,,,,0.32,,,,,,,
1700,Phoenix2017,,,,,,,0.29,,,,,,,
1701,Phoenix2018,,,,,,,0.29,,,,,,,
1702,Phoenix2019,,,,,,,0.27,,,,,,,
1703,Phoenix2021,,,,,,,0.3,,,,,,,
1704,Phoenix2022,,,,,,,0.25,,,,,,,
1705,Phoenix2023,,,,,,,0.27,,,,,,,
1706,Portland2008,,,,,,,0.29,,,,,,,
1707,Portland2009,,,,,,,0.32,,,,,,,
1708,Portland2010,,,,,,,0.34,,,,,,,
1709,Portland2011,,,,,,,0.4,,,,,,,
1710,Portland2012,,,,,,,0.33,,,,,,,
1711,Portland2013,,,,,,,0.37,,,,,,,
1712,Portland2014,,,,,,,0.36,,,,,,,
1713,Portland2015,,,,,,,0.3,,,,,,,
1714,Portland2016,,,,,,,0.29,,,,,,,
1715,Portland2017,,,,,,,0.28,,,,,,,
1716,Portland2018,,,,,,,0.23,,,,,,,
1717,Portland2019,,,,,,,0.21,,,,,,,
1718,Portland2021,,,,,,,0.3,,,,,,,
1719,Portland2022,,,,,,,0.26,,,,,,,
1720,Portland2023,,,,,,,0.31,,,,,,,
1721,RI2000,0.09,,0.16,0.08,,,0.34,,,,,,,
1722,RI2001,0.09,,0.18,0.06,,,0.32,,,,,,,
1723,RI2002,0.08,,0.15,0.09,,,0.35,,,,,,,
1724,RI2003,0.07,,0.17,0.09,,,0.33,,,,,,,
1725,RI2004,0.11,,0.21,0.06,,,0.37,,,,,,,
1726,RI2005,0.1,0.18,0.19,0.08,,0.42,0.36,,,60200.0,,,,
1727,RI2006,0.06,,0.15,0.07,0.66,0.45,0.32,,,62000.0,,,,
1728,RI2007,0.08,,0.17,0.06,0.65,0.44,0.34,0.06,,67600.0,0.04,,,
1729,RI2008,0.07,0.18,0.15,0.06,0.67,0.45,0.3,0.1,0.17,67900.0,0.07,0.07,0.1,0.13
1730,RI2009,0.08,,0.17,0.07,0.64,0.46,0.31,0.13,0.17,65700.0,0.1,0.08,0.12,0.15
1731,RI2010,0.08,0.28,0.19,0.07,0.61,0.45,0.34,0.14,0.17,65000.0,0.1,0.05,0.1,0.15
1732,RI2011,0.11,,0.22,0.08,0.59,0.43,0.35,0.15,0.18,63700.0,0.11,0.07,0.11,0.14
1733,RI2012,0.09,,0.19,0.08,0.6,0.4,0.33,0.14,0.17,68000.0,0.11,0.06,0.09,0.12
1734,RI2013,0.09,0.31,0.22,0.07,0.57,0.43,0.34,0.12,0.19,65000.0,0.09,0.06,0.11,0.15
1735,RI2014,0.09,0.31,0.2,0.08,0.58,0.42,0.32,0.09,0.21,61600.0,0.06,0.07,0.11,0.13
1736,RI2015,0.08,0.28,0.19,0.07,0.57,0.35,0.3,0.06,0.2,70100.0,0.04,0.07,0.1,0.12
1737,RI2016,0.08,0.27,0.17,0.08,0.58,0.32,0.31,0.06,0.19,71900.0,0.04,0.03,0.08,0.12
1738,RI2017,0.05,0.28,0.17,0.09,0.59,0.33,0.26,0.06,0.18,80000.0,0.03,0.06,0.08,0.1
1739,RI2018,0.08,0.28,0.18,0.08,0.6,0.35,0.3,0.04,0.15,77100.0,0.03,0.03,0.09,0.15
1740,RI2019,0.07,0.25,0.14,0.09,0.63,0.29,0.23,0.03,0.18,82300.0,0.02,0.05,0.09,0.12
1741,RI2020,,,,,,,,0.09,,,0.08,,,
1742,RI2021,0.07,0.27,0.15,0.08,0.65,0.33,0.32,0.06,0.15,90300.0,0.05,0.03,0.08,0.13
1743,RI2022,0.06,0.22,0.12,0.1,0.68,0.29,0.22,0.05,0.16,104400.0,0.03,0.03,0.08,0.12
1744,RI2022,0.06,0.22,0.12,0.1,0.68,0.29,0.22,0.05,0.16,104400.0,0.03,0.03,0.08,0.12
1745,RI2023,0.07,0.24,0.13,0.09,0.67,0.31,0.28,0.04,0.15,104500.0,0.02,0.04,0.06,0.08
1746,RI2024,0.09,0.26,0.16,,,,0.27,0.05,,104000.0,0.03,,,
1747,Raleigh2010,,,,,,,0.33,,,,,,,
1748,Raleigh2011,,,,,,,0.31,,,,,,,
1749,Raleigh2012,,,,,,,0.29,,,,,,,
1750,Raleigh2013,,,,,,,0.3,,,,,,,
1751,Raleigh2014,,,,,,,0.21,,,,,,,
1752,Raleigh2015,,,,,,,0.23,,,,,,,
1753,Raleigh2016,,,,,,,0.21,,,,,,,
1754,Raleigh2017,,,,,,,0.25,,,,,,,
1755,Raleigh2018,,,,,,,S,,,,,,,
1756,Raleigh2019,,,,,,,0.24,,,,,,,
1757,Raleigh2021,,,,,,,0.27,,,,,,,
1758,Raleigh2022,,,,,,,0.23,,,,,,,
1759,Raleigh2023,,,,,,,0.23,,,,,,,
1760,SC2000,0.09,,0.19,0.08,,,0.31,,,,,,,
1761,SC2001,0.08,,0.2,0.09,,,0.33,,,,,,,
1762,SC2002,0.1,,0.2,0.07,,,0.36,,,,,,,
1763,SC2003,0.09,,0.19,0.07,,,0.36,,,,,,,
1764,SC2004,0.1,,0.23,0.09,,,0.35,,,,,,,
1765,SC2005,0.11,0.24,0.23,0.08,,0.32,0.36,,,46100.0,,,,
1766,SC2006,0.1,,0.22,0.08,0.66,0.31,0.36,,,47500.0,,,,
1767,SC2007,0.1,,0.21,0.08,0.65,0.3,0.34,0.06,,51300.0,0.04,,,
1768,SC2008,0.1,0.24,0.22,0.09,0.66,0.31,0.3,0.09,0.24,52800.0,0.06,0.08,0.15,0.21
1769,SC2009,0.12,,0.24,0.08,0.63,0.34,0.34,0.14,0.24,48100.0,0.1,0.1,0.17,0.23
1770,SC2010,0.13,0.33,0.26,0.1,0.62,0.35,0.37,0.11,0.24,47800.0,0.09,0.09,0.16,0.23
1771,SC2011,0.13,,0.28,0.09,0.61,0.36,0.35,0.1,0.25,48800.0,0.09,0.11,0.18,0.23
1772,SC2012,0.13,,0.27,0.09,0.6,0.32,0.36,0.1,0.26,48400.0,0.07,0.1,0.16,0.21
1773,SC2013,0.13,0.34,0.27,0.09,0.6,0.32,0.35,0.09,0.28,50600.0,0.06,0.08,0.15,0.2
1774,SC2014,0.14,0.33,0.27,0.1,0.59,0.32,0.33,0.08,0.27,52000.0,0.05,0.07,0.14,0.19
1775,SC2015,0.11,0.32,0.24,0.08,0.6,0.29,0.31,0.07,0.26,55300.0,0.05,0.07,0.15,0.2
1776,SC2016,0.12,0.31,0.23,0.09,0.61,0.28,0.3,0.05,0.25,56100.0,0.04,0.07,0.12,0.17
1777,SC2017,0.1,0.29,0.23,0.1,0.61,0.28,0.3,0.04,0.27,58000.0,0.03,0.07,0.12,0.17
1778,SC2018,0.1,0.27,0.23,0.1,0.62,0.27,0.29,0.04,0.25,63200.0,0.03,0.08,0.13,0.17
1779,SC2019,0.09,0.24,0.2,0.1,0.65,0.26,0.28,0.03,0.25,66700.0,0.02,0.08,0.12,0.16
1780,SC2020,,,,,,,,0.05,,,0.04,,,
1781,SC2021,0.1,0.27,0.2,0.09,0.68,0.25,0.29,0.04,0.22,71900.0,0.03,0.08,0.13,0.16
1782,SC2022,0.09,0.25,0.19,0.1,0.7,0.26,0.28,0.02,0.24,77600.0,0.02,0.09,0.12,0.15
1783,SC2022,0.09,0.25,0.19,0.1,0.7,0.26,0.28,0.02,0.24,77600.0,0.02,0.09,0.12,0.15
1784,SC2023,0.1,0.24,0.19,0.09,0.71,0.26,0.27,0.03,0.25,81000.0,0.03,0.08,0.12,0.15
1785,SC2024,0.1,0.24,0.18,,,,0.28,0.05,,88800.0,0.03,,,
1786,SD2000,0.08,,0.14,0.07,,,0.21,,,,,,,
1787,SD2001,0.05,,0.14,0.06,,,0.21,,,,,,,
1788,SD2002,0.07,,0.14,0.06,,,0.24,,,,,,,
1789,SD2003,0.07,,0.14,0.07,,,0.24,,,,,,,
1790,SD2004,0.07,,0.15,0.05,,,0.25,,,,,,,
1791,SD2005,0.08,0.19,0.18,0.11,,0.22,0.3,,,51100.0,,,,
1792,SD2006,0.08,,0.17,0.11,0.72,0.22,0.29,,,55200.0,,,,
1793,SD2007,0.08,,0.17,0.1,0.69,0.23,0.26,0.04,,51600.0,0.03,,,
1794,SD2008,0.09,0.19,0.18,0.1,0.71,0.25,0.23,0.04,0.25,57800.0,0.03,0.06,0.09,0.11
1795,SD2009,0.08,,0.19,0.09,0.67,0.23,0.24,0.07,0.24,56600.0,0.05,0.07,0.1,0.12
1796,SD2010,0.08,0.24,0.18,0.11,0.71,0.22,0.23,0.06,0.25,56800.0,0.04,0.08,0.12,0.16
1797,SD2011,0.08,,0.18,0.11,0.68,0.25,0.24,0.05,0.25,60900.0,0.04,0.05,0.09,0.13
1798,SD2012,0.09,,0.17,0.11,0.65,0.21,0.24,0.06,0.25,58700.0,0.04,0.04,0.09,0.14
1799,SD2013,0.08,0.28,0.19,0.13,0.67,0.2,0.25,0.05,0.24,57100.0,0.03,0.06,0.1,0.13
1800,SD2014,0.07,0.24,0.18,0.12,0.69,0.21,0.23,0.05,0.23,64400.0,0.03,0.06,0.1,0.13
1801,SD2015,0.09,0.25,0.18,0.11,0.7,0.21,0.24,0.04,0.22,64200.0,0.03,0.06,0.11,0.14
1802,SD2016,0.1,0.24,0.17,0.11,0.69,0.2,0.24,0.03,0.2,72400.0,0.03,0.06,0.09,0.12
1803,SD2017,0.07,0.23,0.17,0.11,0.7,0.18,0.25,0.05,0.2,73000.0,0.04,0.05,0.09,0.12
1804,SD2018,0.08,0.21,0.16,0.11,0.67,0.2,0.23,0.04,0.23,70000.0,0.02,0.05,0.1,0.14
1805,SD2019,0.07,0.2,0.15,0.11,0.71,0.21,0.22,0.03,0.22,75100.0,0.03,0.05,0.1,0.14
1806,SD2020,,,,,,,,0.05,,,0.04,,,
1807,SD2021,0.07,0.21,0.15,0.12,0.73,0.2,0.21,0.04,0.19,83600.0,0.02,0.06,0.1,0.12
1808,SD2022,0.08,0.19,0.15,0.11,0.75,0.2,0.22,0.02,0.18,92100.0,0.01,0.04,0.09,0.14
1809,SD2022,0.08,0.19,0.15,0.11,0.75,0.2,0.22,0.02,0.18,92100.0,0.01,0.04,0.09,0.14
1810,SD2023,0.06,0.17,0.15,0.12,0.75,0.23,0.23,0.03,0.21,90300.0,0.02,0.07,0.09,0.11
1811,SD2024,0.06,0.14,0.11,,,,0.21,0.02,,101400.0,0.01,,,
1812,Sacramento2008,,,,,,,0.4,,,,,,,
1813,Sacramento2009,,,,,,,0.42,,,,,,,
1814,Sacramento2010,,,,,,,S,,,,,,,
1815,Sacramento2011,,,,,,,0.5,,,,,,,
1816,Sacramento2012,,,,,,,0.43,,,,,,,
1817,Sacramento2013,,,,,,,0.44,,,,,,,
1818,Sacramento2014,,,,,,,0.41,,,,,,,
1819,Sacramento2015,,,,,,,0.37,,,,,,,
1820,Sacramento2016,,,,,,,0.34,,,,,,,
1821,Sacramento2017,,,,,,,0.31,,,,,,,
1822,Sacramento2018,,,,,,,0.31,,,,,,,
1823,Sacramento2019,,,,,,,0.29,,,,,,,
1824,Sacramento2021,,,,,,,0.34,,,,,,,
1825,Sacramento2022,,,,,,,0.3,,,,,,,
1826,Sacramento2023,,,,,,,0.28,,,,,,,
1827,San Antonio2008,,,,,,,0.32,,,,,,,
1828,San Antonio2009,,,,,,,0.35,,,,,,,
1829,San Antonio2010,,,,,,,0.36,,,,,,,
1830,San Antonio2011,,,,,,,0.34,,,,,,,
1831,San Antonio2012,,,,,,,0.35,,,,,,,
1832,San Antonio2013,,,,,,,0.35,,,,,,,
1833,San Antonio2014,,,,,,,0.33,,,,,,,
1834,San Antonio2015,,,,,,,0.33,,,,,,,
1835,San Antonio2016,,,,,,,0.29,,,,,,,
1836,San Antonio2017,,,,,,,0.34,,,,,,,
1837,San Antonio2018,,,,,,,0.31,,,,,,,
1838,San Antonio2019,,,,,,,0.32,,,,,,,
1839,San Antonio2021,,,,,,,0.36,,,,,,,
1840,San Antonio2022,,,,,,,0.33,,,,,,,
1841,San Antonio2023,,,,,,,0.31,,,,,,,
1842,San Diego2008,,,,,,,0.25,,,,,,,
1843,San Diego2009,,,,,,,0.29,,,,,,,
1844,San Diego2010,,,,,,,0.34,,,,,,,
1845,San Diego2011,,,,,,,0.31,,,,,,,
1846,San Diego2012,,,,,,,0.3,,,,,,,
1847,San Diego2013,,,,,,,0.32,,,,,,,
1848,San Diego2014,,,,,,,0.3,,,,,,,
1849,San Diego2015,,,,,,,0.29,,,,,,,
1850,San Diego2016,,,,,,,0.26,,,,,,,
1851,San Diego2017,,,,,,,0.28,,,,,,,
1852,San Diego2018,,,,,,,0.25,,,,,,,
1853,San Diego2019,,,,,,,0.22,,,,,,,
1854,San Diego2021,,,,,,,0.27,,,,,,,
1855,San Diego2022,,,,,,,0.24,,,,,,,
1856,San Diego2023,,,,,,,0.23,,,,,,,
1857,San Francisco2008,,,,,,,0.28,,,,,,,
1858,San Francisco2009,,,,,,,0.28,,,,,,,
1859,San Francisco2010,,,,,,,0.32,,,,,,,
1860,San Francisco2011,,,,,,,0.32,,,,,,,
1861,San Francisco2012,,,,,,,0.32,,,,,,,
1862,San Francisco2013,,,,,,,0.29,,,,,,,
1863,San Francisco2014,,,,,,,0.29,,,,,,,
1864,San Francisco2015,,,,,,,0.27,,,,,,,
1865,San Francisco2016,,,,,,,0.24,,,,,,,
1866,San Francisco2017,,,,,,,0.31,,,,,,,
1867,San Francisco2018,,,,,,,0.24,,,,,,,
1868,San Francisco2019,,,,,,,0.24,,,,,,,
1869,San Francisco2021,,,,,,,0.28,,,,,,,
1870,San Francisco2022,,,,,,,0.25,,,,,,,
1871,San Francisco2023,,,,,,,0.23,,,,,,,
1872,San Jose2008,,,,,,,0.25,,,,,,,
1873,San Jose2009,,,,,,,0.29,,,,,,,
1874,San Jose2010,,,,,,,0.33,,,,,,,
1875,San Jose2011,,,,,,,0.3,,,,,,,
1876,San Jose2012,,,,,,,0.3,,,,,,,
1877,San Jose2013,,,,,,,0.3,,,,,,,
1878,San Jose2014,,,,,,,0.24,,,,,,,
1879,San Jose2015,,,,,,,0.25,,,,,,,
1880,San Jose2016,,,,,,,0.23,,,,,,,
1881,San Jose2017,,,,,,,0.24,,,,,,,
1882,San Jose2018,,,,,,,0.2,,,,,,,
1883,San Jose2019,,,,,,,0.2,,,,,,,
1884,San Jose2021,,,,,,,0.24,,,,,,,
1885,San Jose2022,,,,,,,0.22,,,,,,,
1886,San Jose2023,,,,,,,0.22,,,,,,,
1887,San Juan2008,,,,,,,0.58,,,,,,,
1888,San Juan2009,,,,,,,0.57,,,,,,,
1889,San Juan2010,,,,,,,0.58,,,,,,,
1890,San Juan2011,,,,,,,0.59,,,,,,,
1891,San Juan2012,,,,,,,0.54,,,,,,,
1892,San Juan2013,,,,,,,0.61,,,,,,,
1893,San Juan2014,,,,,,,0.61,,,,,,,
1894,San Juan2015,,,,,,,0.64,,,,,,,
1895,San Juan2016,,,,,,,0.53,,,,,,,
1896,San Juan2017,,,,,,,S,,,,,,,
1897,San Juan2018,,,,,,,S,,,,,,,
1898,San Juan2019,,,,,,,0.61,,,,,,,
1899,San Juan2021,,,,,,,S,,,,,,,
1900,San Juan2022,,,,,,,S,,,,,,,
1901,San Juan2023,,,,,,,S,,,,,,,
1902,Seattle2008,,,,,,,0.21,,,,,,,
1903,Seattle2009,,,,,,,0.26,,,,,,,
1904,Seattle2010,,,,,,,0.24,,,,,,,
1905,Seattle2011,,,,,,,0.32,,,,,,,
1906,Seattle2012,,,,,,,0.29,,,,,,,
1907,Seattle2013,,,,,,,0.28,,,,,,,
1908,Seattle2014,,,,,,,0.28,,,,,,,
1909,Seattle2015,,,,,,,0.26,,,,,,,
1910,Seattle2016,,,,,,,0.21,,,,,,,
1911,Seattle2017,,,,,,,0.26,,,,,,,
1912,Seattle2018,,,,,,,0.22,,,,,,,
1913,Seattle2019,,,,,,,0.18,,,,,,,
1914,Seattle2021,,,,,,,0.24,,,,,,,
1915,Seattle2022,,,,,,,0.2,,,,,,,
1916,Seattle2023,,,,,,,0.25,,,,,,,
1917,TN2000,0.09,,0.2,0.08,,,0.32,,,,,,,
1918,TN2001,0.08,,0.21,0.08,,,0.34,,,,,,,
1919,TN2002,0.09,,0.2,0.1,,,0.34,,,,,,,
1920,TN2003,0.09,,0.2,0.09,,,0.33,,,,,,,
1921,TN2004,0.1,,0.21,0.08,,,0.35,,,,,,,
1922,TN2005,0.1,0.25,0.21,0.09,,0.31,0.36,,,45900.0,,,,
1923,TN2006,0.11,,0.23,0.09,0.66,0.33,0.36,,,47000.0,,,,
1924,TN2007,0.1,,0.23,0.08,0.66,0.33,0.36,0.06,,49400.0,0.04,,,
1925,TN2008,0.09,0.27,0.22,0.09,0.66,0.32,0.3,0.08,0.24,51000.0,0.06,0.09,0.15,0.19
1926,TN2009,0.11,,0.24,0.1,0.65,0.34,0.35,0.13,0.23,49100.0,0.1,0.1,0.17,0.24
1927,TN2010,0.12,0.35,0.26,0.1,0.62,0.37,0.37,0.11,0.23,47000.0,0.09,0.1,0.17,0.23
